user_id,signup_date,city_tier,segment,preferred_device,lifetime_sessions,lifetime_orders,first_order_date,last_order_date,repeat_rate_flag,lifetime_revenue,user_value_band
u000332,2026-01-16,1,value,web,1.0,0.0,,,0,0.0,low
u000333,2025-08-05,3,regular,mobile,2.0,0.0,,,0,0.0,low
u000334,2025-12-06,2,value,mobile,4.0,0.0,,,0,0.0,low
u000335,2025-07-24,2,premium,mobile,4.0,0.0,,,0,0.0,low
u000336,2025-12-09,3,premium,web,3.0,2.0,2025-10-27 07:54:50,2025-12-05 01:04:40,1,15357.88,high
u000337,2025-08-01,1,regular,web,3.0,0.0,,,0,0.0,low
u000338,2026-01-12,1,regular,web,5.0,2.0,2026-01-11 02:24:45,2026-01-14 15:59:58,1,27446.84,high
u000339,2025-11-14,2,regular,web,3.0,0.0,,,0,0.0,low
u000340,2025-07-12,1,premium,web,3.0,0.0,,,0,0.0,low
u000341,2025-11-16,2,value,web,5.0,0.0,,,0,0.0,low
u000342,2025-10-28,1,value,web,1.0,0.0,,,0,0.0,low
u000343,2025-09-02,1,regular,mobile,6.0,0.0,,,0,0.0,low
u000344,2025-08-17,1,value,web,1.0,0.0,,,0,0.0,low
u000345,2025-11-21,2,value,mobile,6.0,0.0,,,0,0.0,low
u000346,2025-11-26,1,value,web,3.0,0.0,,,0,0.0,low
u000347,2025-08-31,1,regular,mobile,7.0,2.0,2025-11-09 03:24:22,2025-12-22 18:25:53,1,20327.87,high
u000348,2025-12-24,3,value,web,4.0,0.0,,,0,0.0,low
u000349,2025-08-18,2,value,mobile,3.0,0.0,,,0,0.0,low
u000350,2025-07-08,2,value,mobile,7.0,0.0,,,0,0.0,low
u000351,2025-10-27,1,regular,web,4.0,0.0,,,0,0.0,low
u000352,2025-07-15,2,premium,mobile,7.0,0.0,,,0,0.0,low
u000353,2025-08-20,2,value,web,7.0,0.0,,,0,0.0,low
u000354,2025-10-07,2,regular,mobile,4.0,1.0,2025-12-09 02:18:59,2025-12-09 02:18:59,0,2042.78,high
u000355,2025-08-22,1,regular,web,5.0,1.0,2026-01-07 06:14:07,2026-01-07 06:14:07,0,4579.91,high
u000356,2025-08-07,3,value,web,3.0,0.0,,,0,0.0,low
u000357,2025-11-18,3,regular,web,7.0,0.0,,,0,0.0,low
u000358,2025-10-16,1,regular,mobile,4.0,0.0,,,0,0.0,low
u000359,2025-12-16,1,regular,web,7.0,1.0,2026-01-02 22:37:05,2026-01-02 22:37:05,0,7760.97,high
u000360,2025-10-23,1,value,mobile,4.0,1.0,2025-11-03 11:31:11,2025-11-03 11:31:11,0,1629.03,high
u000361,2025-10-02,2,value,web,5.0,0.0,,,0,0.0,low
u000362,2025-08-17,1,premium,web,6.0,0.0,,,0,0.0,low
u000363,2025-12-06,3,regular,web,3.0,0.0,,,0,0.0,low
u000364,2025-08-03,3,premium,mobile,6.0,0.0,,,0,0.0,low
u000365,2025-08-13,3,premium,mobile,1.0,0.0,,,0,0.0,low
u000366,2025-12-17,2,value,web,4.0,0.0,,,0,0.0,low
u000367,2025-11-26,3,regular,mobile,6.0,2.0,2025-12-03 08:43:38,2025-12-09 03:07:09,1,16946.18,high
u000368,2025-10-30,1,regular,web,2.0,0.0,,,0,0.0,low
u000369,2025-07-01,2,regular,web,2.0,0.0,,,0,0.0,low
u000370,2025-07-20,2,value,web,5.0,0.0,,,0,0.0,low
u000371,2025-10-06,3,value,web,2.0,0.0,,,0,0.0,low
u000372,2025-11-27,2,regular,web,2.0,1.0,2025-11-09 01:18:34,2025-11-09 01:18:34,0,4586.48,high
u000373,2025-09-28,3,regular,mobile,1.0,0.0,,,0,0.0,low
u000374,2025-06-27,1,regular,web,2.0,0.0,,,0,0.0,low
u000375,2025-08-01,3,value,mobile,1.0,0.0,,,0,0.0,low
u000376,2025-10-25,2,value,mobile,3.0,0.0,,,0,0.0,low
u000377,2025-11-16,2,premium,mobile,4.0,0.0,,,0,0.0,low
u000378,2025-06-30,3,regular,mobile,8.0,1.0,2026-01-01 12:18:31,2026-01-01 12:18:31,0,8883.0,high
u000379,2025-07-02,2,regular,mobile,3.0,0.0,,,0,0.0,low
u000380,2025-08-17,2,regular,web,0.0,0.0,,,0,0.0,low
u000381,2025-07-10,2,regular,web,4.0,0.0,,,0,0.0,low
u000382,2025-10-15,1,regular,web,8.0,2.0,2026-01-02 01:05:28,2026-01-03 14:18:21,1,5511.04,high
u000383,2025-07-19,2,regular,mobile,3.0,0.0,,,0,0.0,low
u000384,2025-11-06,1,regular,web,3.0,0.0,,,0,0.0,low
u000385,2025-12-03,1,premium,mobile,3.0,0.0,,,0,0.0,low
u000386,2026-01-13,3,premium,mobile,6.0,0.0,,,0,0.0,low
u000387,2026-01-08,2,regular,web,5.0,1.0,2025-12-02 00:21:48,2025-12-02 00:21:48,0,4355.33,high
u000388,2025-08-19,2,regular,mobile,1.0,0.0,,,0,0.0,low
u000389,2025-06-29,2,regular,web,5.0,1.0,2026-01-04 01:46:05,2026-01-04 01:46:05,0,2777.81,high
u000390,2025-08-31,2,regular,web,3.0,0.0,,,0,0.0,low
u000391,2025-11-19,2,regular,mobile,4.0,1.0,2025-12-05 11:09:40,2025-12-05 11:09:40,0,15581.28,high
u000392,2025-07-05,3,regular,web,4.0,1.0,2025-10-25 15:12:32,2025-10-25 15:12:32,0,9440.12,high
u000393,2025-09-06,3,regular,web,1.0,0.0,,,0,0.0,low
u000394,2025-08-25,2,regular,web,5.0,0.0,,,0,0.0,low
u000395,2025-08-08,2,regular,web,2.0,0.0,,,0,0.0,low
u000396,2025-11-18,2,value,mobile,1.0,0.0,,,0,0.0,low
u000397,2025-11-08,2,regular,mobile,6.0,0.0,,,0,0.0,low
u000398,2025-10-13,2,regular,web,3.0,0.0,,,0,0.0,low
u000399,2025-12-31,2,value,web,1.0,0.0,,,0,0.0,low
u000400,2025-07-15,2,premium,web,3.0,1.0,2025-11-23 08:48:00,2025-11-23 08:48:00,0,12868.98,high
u000401,2025-07-24,2,regular,mobile,0.0,0.0,,,0,0.0,low
u000402,2025-09-11,2,value,mobile,1.0,0.0,,,0,0.0,low
u000403,2025-11-08,2,regular,web,2.0,0.0,,,0,0.0,low
u000404,2025-10-24,1,regular,web,2.0,0.0,,,0,0.0,low
u000405,2025-07-08,1,regular,mobile,3.0,0.0,,,0,0.0,low
u000406,2026-01-10,3,regular,mobile,3.0,0.0,,,0,0.0,low
u000407,2025-08-26,2,premium,web,1.0,1.0,2025-12-07 09:44:15,2025-12-07 09:44:15,0,1777.1,high
u000408,2025-09-06,1,regular,mobile,4.0,0.0,,,0,0.0,low
u000409,2025-11-01,2,regular,web,3.0,0.0,,,0,0.0,low
u000410,2026-01-07,3,value,web,3.0,0.0,,,0,0.0,low
u000411,2025-11-09,2,regular,mobile,2.0,0.0,,,0,0.0,low
u000412,2026-01-09,3,regular,web,4.0,0.0,,,0,0.0,low
u000413,2025-08-01,3,regular,web,4.0,0.0,,,0,0.0,low
u000414,2025-10-31,2,regular,mobile,2.0,0.0,,,0,0.0,low
u000415,2025-12-14,2,regular,mobile,2.0,0.0,,,0,0.0,low
u000416,2025-10-08,1,regular,web,0.0,0.0,,,0,0.0,low
u000417,2025-09-07,3,value,mobile,7.0,2.0,2025-12-04 08:06:09,2026-01-18 23:48:08,1,12497.19,high
u000418,2026-01-16,2,premium,mobile,1.0,0.0,,,0,0.0,low
u000419,2025-07-23,3,regular,mobile,4.0,0.0,,,0,0.0,low
u000420,2025-09-17,2,premium,mobile,3.0,1.0,2025-11-13 15:04:21,2025-11-13 15:04:21,0,1450.06,high
u000421,2025-12-23,1,premium,mobile,3.0,0.0,,,0,0.0,low
u000422,2025-12-29,1,premium,web,1.0,0.0,,,0,0.0,low
u000423,2026-01-15,2,regular,web,0.0,0.0,,,0,0.0,low
u000424,2025-12-26,2,regular,mobile,4.0,0.0,,,0,0.0,low
u000425,2025-07-04,1,value,mobile,4.0,0.0,,,0,0.0,low
u000426,2026-01-04,3,regular,web,1.0,0.0,,,0,0.0,low
u000427,2025-09-21,3,regular,web,6.0,1.0,2026-01-18 01:31:12,2026-01-18 01:31:12,0,5571.23,high
u000428,2025-11-07,2,regular,mobile,4.0,0.0,,,0,0.0,low
u000429,2025-09-14,2,premium,web,1.0,0.0,,,0,0.0,low
u000430,2025-12-11,1,value,web,4.0,0.0,,,0,0.0,low
u000431,2025-10-22,3,regular,mobile,2.0,1.0,2026-01-03 12:08:29,2026-01-03 12:08:29,0,562.97,high
u000432,2025-12-18,2,regular,mobile,2.0,0.0,,,0,0.0,low
u000433,2025-08-03,3,regular,mobile,2.0,0.0,,,0,0.0,low
u000434,2025-08-01,2,value,mobile,6.0,0.0,,,0,0.0,low
u000435,2025-09-23,2,value,web,3.0,0.0,,,0,0.0,low
u000436,2025-06-24,2,regular,mobile,3.0,0.0,,,0,0.0,low
u000437,2025-11-15,1,regular,web,4.0,1.0,2025-10-30 06:59:19,2025-10-30 06:59:19,0,2006.3,high
u000438,2025-08-24,3,value,web,6.0,1.0,2025-11-06 09:48:24,2025-11-06 09:48:24,0,1576.89,high
u000439,2025-10-18,2,value,mobile,3.0,1.0,2025-11-12 21:34:32,2025-11-12 21:34:32,0,5887.1,high
u000440,2025-07-08,2,regular,mobile,3.0,0.0,,,0,0.0,low
u000441,2025-07-29,3,value,mobile,1.0,0.0,,,0,0.0,low
u000442,2025-11-01,3,regular,web,2.0,0.0,,,0,0.0,low
u000443,2025-08-26,3,regular,mobile,2.0,0.0,,,0,0.0,low
u000444,2025-08-07,1,value,mobile,2.0,0.0,,,0,0.0,low
u000445,2025-08-10,2,regular,mobile,6.0,1.0,2025-11-26 00:44:01,2025-11-26 00:44:01,0,3041.84,high
u000446,2025-08-07,3,value,mobile,1.0,0.0,,,0,0.0,low
u000447,2025-11-01,2,value,web,1.0,1.0,2025-10-31 10:25:00,2025-10-31 10:25:00,0,8204.92,high
u000448,2025-07-28,1,premium,mobile,7.0,1.0,2025-12-14 17:58:13,2025-12-14 17:58:13,0,1660.31,high
u000449,2025-09-07,3,regular,mobile,1.0,0.0,,,0,0.0,low
u000450,2025-11-14,2,premium,mobile,6.0,1.0,2025-11-09 18:11:00,2025-11-09 18:11:00,0,13453.45,high
u000451,2025-10-09,2,value,mobile,1.0,0.0,,,0,0.0,low
u000452,2025-10-26,3,value,mobile,2.0,0.0,,,0,0.0,low
u000453,2025-08-15,2,regular,web,5.0,0.0,,,0,0.0,low
u000454,2026-01-05,2,regular,web,2.0,1.0,2025-12-20 05:20:30,2025-12-20 05:20:30,0,3361.0,high
u000455,2025-09-18,2,premium,mobile,2.0,0.0,,,0,0.0,low
u000456,2025-08-22,2,value,mobile,3.0,0.0,,,0,0.0,low
u000457,2025-12-30,1,premium,mobile,4.0,0.0,,,0,0.0,low
u000458,2025-11-08,3,premium,web,1.0,0.0,,,0,0.0,low
u000459,2025-10-30,3,regular,web,4.0,0.0,,,0,0.0,low
u000460,2025-12-26,2,value,mobile,3.0,0.0,,,0,0.0,low
u000461,2025-07-05,2,regular,mobile,3.0,0.0,,,0,0.0,low
u000462,2025-12-16,3,value,web,5.0,0.0,,,0,0.0,low
u000463,2025-11-12,1,regular,mobile,3.0,0.0,,,0,0.0,low
u000464,2025-09-07,2,regular,web,3.0,0.0,,,0,0.0,low
u000465,2025-08-16,2,premium,web,3.0,0.0,,,0,0.0,low
u000466,2025-07-15,2,regular,web,2.0,0.0,,,0,0.0,low
u000467,2026-01-07,1,regular,web,3.0,0.0,,,0,0.0,low
u000468,2025-07-23,2,regular,web,5.0,0.0,,,0,0.0,low
u000469,2025-08-16,2,regular,mobile,1.0,0.0,,,0,0.0,low
u000470,2025-11-15,2,premium,mobile,4.0,1.0,2025-12-14 21:08:44,2025-12-14 21:08:44,0,4625.62,high
u000471,2025-11-19,1,value,mobile,2.0,0.0,,,0,0.0,low
u000472,2025-07-27,2,premium,web,2.0,0.0,,,0,0.0,low
u000473,2025-12-11,2,regular,web,3.0,0.0,,,0,0.0,low
u000474,2025-10-08,1,premium,web,4.0,0.0,,,0,0.0,low
u000475,2025-12-18,1,regular,mobile,3.0,0.0,,,0,0.0,low
u000476,2025-07-11,1,regular,web,5.0,2.0,2025-10-26 14:28:57,2025-11-20 23:41:53,1,13775.71,high
u000477,2025-07-02,2,value,mobile,1.0,0.0,,,0,0.0,low
u000478,2025-11-04,1,regular,mobile,3.0,1.0,2025-12-04 00:18:37,2025-12-04 00:18:37,0,6767.06,high
u000479,2025-07-24,3,value,mobile,5.0,0.0,,,0,0.0,low
u000480,2025-10-11,2,value,web,1.0,1.0,2025-10-24 16:31:21,2025-10-24 16:31:21,0,7908.64,high
u000481,2025-06-26,3,regular,web,5.0,2.0,2025-11-16 14:30:54,2026-01-05 22:31:20,1,15462.55,high
u000482,2025-12-04,3,value,web,3.0,0.0,,,0,0.0,low
u000483,2025-12-29,1,regular,web,3.0,0.0,,,0,0.0,low
u000484,2025-12-16,2,regular,mobile,3.0,0.0,,,0,0.0,low
u000485,2026-01-10,3,value,web,3.0,0.0,,,0,0.0,low
u000486,2025-12-30,2,regular,mobile,5.0,2.0,2025-11-18 20:49:30,2025-12-15 13:59:08,1,25130.03,high
u000487,2025-09-24,2,value,web,5.0,0.0,,,0,0.0,low
u000488,2025-09-15,2,regular,mobile,3.0,1.0,2025-10-31 04:40:06,2025-10-31 04:40:06,0,13319.73,high
u000489,2025-12-28,1,regular,mobile,6.0,0.0,,,0,0.0,low
u000490,2026-01-04,2,regular,web,3.0,0.0,,,0,0.0,low
u000491,2026-01-13,3,regular,mobile,2.0,0.0,,,0,0.0,low
u000492,2025-12-01,3,premium,web,3.0,0.0,,,0,0.0,low
u000493,2025-08-04,1,regular,mobile,2.0,0.0,,,0,0.0,low
u000494,2026-01-07,3,regular,mobile,6.0,2.0,2025-10-23 15:58:25,2026-01-17 09:39:46,1,24375.010000000002,high
u000495,2026-01-08,2,regular,mobile,6.0,1.0,2025-12-21 21:54:50,2025-12-21 21:54:50,0,3393.75,high
u000496,2025-11-10,3,regular,mobile,1.0,0.0,,,0,0.0,low
u000497,2025-12-20,1,value,web,2.0,0.0,,,0,0.0,low
u000498,2025-10-19,3,regular,mobile,5.0,0.0,,,0,0.0,low
u000499,2026-01-07,3,value,mobile,3.0,0.0,,,0,0.0,low
u000500,2025-07-13,1,regular,web,3.0,0.0,,,0,0.0,low
u000501,2025-12-21,1,value,web,0.0,0.0,,,0,0.0,low
u000502,2025-07-05,3,value,mobile,3.0,0.0,,,0,0.0,low
u000503,2025-09-02,1,premium,mobile,2.0,1.0,2025-11-15 02:45:30,2025-11-15 02:45:30,0,4117.98,high
u000504,2025-07-21,2,premium,web,4.0,0.0,,,0,0.0,low
u000505,2025-10-02,3,premium,mobile,9.0,2.0,2025-11-26 05:37:11,2026-01-14 10:29:53,1,18852.550000000003,high
u000506,2025-08-11,2,premium,mobile,2.0,0.0,,,0,0.0,low
u000507,2026-01-09,2,regular,web,4.0,0.0,,,0,0.0,low
u000508,2025-10-18,2,value,web,4.0,0.0,,,0,0.0,low
u000509,2025-12-28,1,value,mobile,6.0,2.0,2025-11-29 19:38:48,2025-12-19 17:10:32,1,16496.53,high
u000510,2025-08-20,3,regular,mobile,5.0,0.0,,,0,0.0,low
u000511,2025-06-28,2,value,mobile,1.0,0.0,,,0,0.0,low
u000512,2025-12-03,1,premium,web,4.0,1.0,2025-10-28 13:27:43,2025-10-28 13:27:43,0,12682.2,high
u000513,2025-11-17,2,value,mobile,3.0,0.0,,,0,0.0,low
u000514,2025-10-15,3,value,mobile,3.0,0.0,,,0,0.0,low
u000515,2025-12-11,1,value,mobile,3.0,0.0,,,0,0.0,low
u000516,2025-12-16,3,value,web,1.0,0.0,,,0,0.0,low
u000517,2025-10-24,3,value,mobile,0.0,0.0,,,0,0.0,low
u000518,2026-01-12,3,regular,web,4.0,0.0,,,0,0.0,low
u000519,2025-11-21,3,value,web,4.0,0.0,,,0,0.0,low
u000520,2025-11-12,3,regular,mobile,2.0,1.0,2026-01-05 17:46:30,2026-01-05 17:46:30,0,9288.45,high
u000521,2025-09-07,3,premium,mobile,1.0,0.0,,,0,0.0,low
u000522,2025-06-23,1,regular,web,4.0,0.0,,,0,0.0,low
u000523,2025-08-13,3,regular,mobile,5.0,0.0,,,0,0.0,low
u000524,2025-11-30,2,regular,web,2.0,0.0,,,0,0.0,low
u000525,2025-11-19,2,value,web,3.0,1.0,2025-11-19 21:16:20,2025-11-19 21:16:20,0,11722.81,high
u000526,2025-08-31,3,value,web,7.0,0.0,,,0,0.0,low
u000527,2025-11-01,3,premium,web,3.0,0.0,,,0,0.0,low
u000528,2025-08-03,3,regular,mobile,4.0,0.0,,,0,0.0,low
u000529,2025-08-17,2,value,mobile,5.0,1.0,2025-12-06 13:45:27,2025-12-06 13:45:27,0,1815.18,high
u000530,2026-01-08,2,regular,mobile,3.0,0.0,,,0,0.0,low
u000531,2025-09-18,2,regular,web,6.0,1.0,2025-11-18 21:41:08,2025-11-18 21:41:08,0,2195.94,high
u000532,2025-08-13,2,regular,web,2.0,0.0,,,0,0.0,low
u000533,2025-10-03,2,regular,web,0.0,0.0,,,0,0.0,low
u000534,2025-09-12,1,premium,mobile,4.0,1.0,2025-12-28 23:43:37,2025-12-28 23:43:37,0,9025.94,high
u000535,2025-11-23,1,regular,web,8.0,1.0,2025-12-26 13:43:48,2025-12-26 13:43:48,0,6736.02,high
u000536,2026-01-11,3,regular,web,1.0,0.0,,,0,0.0,low
u000537,2025-10-25,2,value,mobile,2.0,0.0,,,0,0.0,low
u000538,2025-10-25,3,value,mobile,7.0,1.0,2025-11-06 14:00:22,2025-11-06 14:00:22,0,10701.49,high
u000539,2025-09-08,2,premium,web,4.0,0.0,,,0,0.0,low
u000540,2025-10-20,1,regular,web,3.0,0.0,,,0,0.0,low
u000541,2025-08-29,1,regular,mobile,2.0,0.0,,,0,0.0,low
u000542,2025-06-23,1,regular,web,7.0,0.0,,,0,0.0,low
u000543,2025-12-22,3,value,web,3.0,0.0,,,0,0.0,low
u000544,2025-09-21,1,regular,mobile,5.0,0.0,,,0,0.0,low
u000545,2025-10-04,2,value,web,2.0,0.0,,,0,0.0,low
u000546,2025-07-10,3,regular,web,2.0,0.0,,,0,0.0,low
u000547,2025-12-16,3,regular,web,2.0,0.0,,,0,0.0,low
u000548,2025-07-29,1,value,web,5.0,0.0,,,0,0.0,low
u000549,2025-09-17,1,value,web,3.0,0.0,,,0,0.0,low
u000550,2025-12-16,1,regular,web,2.0,0.0,,,0,0.0,low
u000551,2025-09-27,1,value,mobile,5.0,1.0,2025-11-12 02:05:56,2025-11-12 02:05:56,0,2601.71,high
u000552,2026-01-04,1,value,web,2.0,1.0,2025-12-06 03:15:08,2025-12-06 03:15:08,0,9122.18,high
u000553,2025-08-06,2,regular,mobile,1.0,0.0,,,0,0.0,low
u000554,2025-11-20,3,regular,mobile,10.0,2.0,2025-10-24 12:16:17,2025-11-24 00:55:35,1,5147.02,high
u000555,2026-01-14,2,regular,web,1.0,0.0,,,0,0.0,low
u000556,2025-10-16,2,value,web,1.0,0.0,,,0,0.0,low
u000557,2025-11-15,1,premium,mobile,2.0,0.0,,,0,0.0,low
u000558,2025-09-14,3,value,mobile,6.0,0.0,,,0,0.0,low
u000559,2025-11-28,2,value,mobile,3.0,0.0,,,0,0.0,low
u000560,2025-12-31,3,value,web,3.0,0.0,,,0,0.0,low
u000561,2025-11-18,3,value,web,4.0,0.0,,,0,0.0,low
u000562,2026-01-05,2,value,web,2.0,0.0,,,0,0.0,low
u000563,2025-10-25,1,value,mobile,3.0,0.0,,,0,0.0,low
u000564,2025-10-22,1,value,mobile,6.0,1.0,2025-10-28 12:19:40,2025-10-28 12:19:40,0,2076.32,high
u000565,2025-08-26,2,regular,web,4.0,0.0,,,0,0.0,low
u000566,2025-11-19,3,premium,mobile,3.0,0.0,,,0,0.0,low
u000567,2025-12-25,2,value,web,0.0,0.0,,,0,0.0,low
u000568,2025-11-06,3,value,mobile,3.0,2.0,2025-10-27 11:23:51,2026-01-07 00:00:46,1,68252.19,high
u000569,2025-08-11,2,premium,web,3.0,0.0,,,0,0.0,low
u000570,2025-10-15,1,premium,mobile,3.0,0.0,,,0,0.0,low
u000571,2025-11-29,2,regular,mobile,6.0,0.0,,,0,0.0,low
u000572,2026-01-06,2,value,mobile,4.0,1.0,2025-11-06 19:22:07,2025-11-06 19:22:07,0,10418.93,high
u000573,2025-07-26,2,regular,web,1.0,0.0,,,0,0.0,low
u000574,2025-07-20,2,value,mobile,3.0,1.0,2025-10-25 11:05:02,2025-10-25 11:05:02,0,9084.09,high
u000575,2025-09-18,1,value,mobile,3.0,1.0,2025-12-09 04:07:46,2025-12-09 04:07:46,0,2760.83,high
u000576,2025-07-19,3,regular,web,3.0,0.0,,,0,0.0,low
u000577,2026-01-15,1,regular,web,4.0,0.0,,,0,0.0,low
u000578,2025-09-20,3,regular,mobile,4.0,1.0,2025-11-06 10:20:12,2025-11-06 10:20:12,0,3237.93,high
u000579,2025-10-13,1,regular,web,2.0,0.0,,,0,0.0,low
u000580,2025-08-10,1,value,web,4.0,0.0,,,0,0.0,low
u000581,2025-09-25,2,value,web,6.0,1.0,2025-11-11 09:04:19,2025-11-11 09:04:19,0,1327.24,high
u000582,2026-01-16,2,regular,web,6.0,0.0,,,0,0.0,low
u000583,2025-10-04,2,premium,web,4.0,0.0,,,0,0.0,low
u000584,2025-06-25,2,value,mobile,2.0,0.0,,,0,0.0,low
u000585,2025-08-13,3,regular,web,3.0,0.0,,,0,0.0,low
u000586,2026-01-14,2,value,mobile,6.0,1.0,2025-11-09 18:56:12,2025-11-09 18:56:12,0,1964.56,high
u000587,2026-01-17,2,value,web,8.0,0.0,,,0,0.0,low
u000588,2025-08-06,2,regular,web,2.0,0.0,,,0,0.0,low
u000589,2025-10-30,1,value,web,4.0,0.0,,,0,0.0,low
u000590,2025-07-09,2,regular,mobile,1.0,0.0,,,0,0.0,low
u000591,2025-10-22,1,regular,mobile,4.0,0.0,,,0,0.0,low
u000592,2025-07-19,2,value,web,7.0,0.0,,,0,0.0,low
u000593,2025-12-12,1,value,web,2.0,0.0,,,0,0.0,low
u000594,2026-01-06,3,value,web,6.0,0.0,,,0,0.0,low
u000595,2025-07-29,2,premium,web,7.0,0.0,,,0,0.0,low
u000596,2025-09-28,3,regular,mobile,3.0,0.0,,,0,0.0,low
u000597,2025-07-14,2,regular,web,3.0,0.0,,,0,0.0,low
u000598,2025-09-02,1,value,mobile,3.0,0.0,,,0,0.0,low
u000599,2025-07-07,3,regular,mobile,2.0,0.0,,,0,0.0,low
u000600,2025-08-17,2,value,web,3.0,0.0,,,0,0.0,low
u000601,2026-01-17,3,regular,mobile,5.0,2.0,2025-10-26 20:08:08,2025-12-12 21:02:03,1,14701.419999999998,high
u000602,2025-07-02,2,regular,web,1.0,0.0,,,0,0.0,low
u000603,2025-12-20,2,regular,mobile,2.0,0.0,,,0,0.0,low
u000604,2025-07-09,3,value,web,1.0,0.0,,,0,0.0,low
u000605,2025-10-12,2,value,mobile,7.0,0.0,,,0,0.0,low
u000606,2025-09-26,2,value,web,4.0,0.0,,,0,0.0,low
u000607,2026-01-05,2,regular,web,4.0,0.0,,,0,0.0,low
u000608,2025-08-04,2,premium,mobile,1.0,0.0,,,0,0.0,low
u000609,2025-07-31,3,value,web,3.0,0.0,,,0,0.0,low
u000610,2025-11-27,2,regular,web,5.0,2.0,2025-11-09 05:26:36,2025-12-08 14:49:35,1,33470.09,high
u000611,2025-11-22,2,regular,mobile,3.0,0.0,,,0,0.0,low
u000612,2025-11-17,3,value,web,4.0,1.0,2026-01-11 08:27:09,2026-01-11 08:27:09,0,12571.42,high
u000613,2025-06-28,2,value,mobile,3.0,0.0,,,0,0.0,low
u000614,2025-08-17,3,value,mobile,1.0,0.0,,,0,0.0,low
u000615,2025-12-16,2,regular,mobile,2.0,0.0,,,0,0.0,low
u000616,2025-10-27,1,regular,web,2.0,1.0,2025-10-23 11:51:32,2025-10-23 11:51:32,0,10674.12,high
u000617,2025-10-27,3,regular,web,5.0,0.0,,,0,0.0,low
u000618,2025-08-24,1,premium,mobile,1.0,0.0,,,0,0.0,low
u000619,2025-08-17,1,regular,web,7.0,0.0,,,0,0.0,low
u000620,2026-01-08,2,premium,web,4.0,0.0,,,0,0.0,low
u000621,2025-11-23,3,regular,web,3.0,0.0,,,0,0.0,low
u000622,2025-07-20,3,premium,web,4.0,1.0,2026-01-18 12:58:28,2026-01-18 12:58:28,0,8257.66,high
u000623,2026-01-06,2,regular,mobile,3.0,0.0,,,0,0.0,low
u000624,2025-10-23,1,regular,mobile,5.0,1.0,2025-12-16 09:54:59,2025-12-16 09:54:59,0,1680.9,high
u000625,2025-09-01,3,regular,mobile,3.0,0.0,,,0,0.0,low
u000626,2025-09-14,1,premium,mobile,3.0,1.0,2026-01-05 15:50:41,2026-01-05 15:50:41,0,16261.45,high
u000627,2025-11-22,1,regular,web,3.0,0.0,,,0,0.0,low
u000628,2025-09-10,2,regular,web,4.0,1.0,2025-12-30 06:47:13,2025-12-30 06:47:13,0,5895.8,high
u000629,2025-10-22,2,regular,web,5.0,0.0,,,0,0.0,low
u000630,2025-11-19,3,premium,mobile,5.0,0.0,,,0,0.0,low
u000631,2025-08-03,3,regular,web,2.0,0.0,,,0,0.0,low
u000632,2026-01-07,3,regular,mobile,2.0,0.0,,,0,0.0,low
u000633,2025-09-06,1,regular,web,2.0,1.0,2025-12-24 14:12:37,2025-12-24 14:12:37,0,6251.26,high
u000634,2025-09-19,2,premium,mobile,2.0,0.0,,,0,0.0,low
u000635,2025-11-17,2,value,mobile,2.0,1.0,2025-12-28 12:21:01,2025-12-28 12:21:01,0,14998.36,high
u000636,2025-10-29,1,regular,mobile,3.0,0.0,,,0,0.0,low
u000637,2025-09-23,2,regular,web,1.0,0.0,,,0,0.0,low
u000638,2025-11-06,2,premium,mobile,5.0,2.0,2025-12-30 08:25:23,2026-01-19 01:14:32,1,22894.760000000002,high
u000639,2025-12-30,1,premium,web,7.0,0.0,,,0,0.0,low
u000640,2025-12-08,2,regular,web,3.0,0.0,,,0,0.0,low
u000641,2025-12-13,3,regular,web,2.0,0.0,,,0,0.0,low
u000642,2025-08-16,1,value,web,1.0,1.0,2025-12-30 08:18:32,2025-12-30 08:18:32,0,4356.86,high
u000643,2025-09-19,2,premium,mobile,0.0,0.0,,,0,0.0,low
u000644,2025-10-17,3,value,web,2.0,0.0,,,0,0.0,low
u000645,2025-07-02,3,regular,web,7.0,0.0,,,0,0.0,low
u000646,2025-12-02,3,regular,mobile,5.0,0.0,,,0,0.0,low
u000647,2025-08-30,2,regular,mobile,2.0,0.0,,,0,0.0,low
u000648,2025-08-21,3,value,mobile,2.0,1.0,2025-10-21 20:05:05,2025-10-21 20:05:05,0,4768.5,high
u000649,2025-08-16,1,value,mobile,6.0,1.0,2025-12-25 01:29:35,2025-12-25 01:29:35,0,2313.82,high
u000650,2025-08-21,2,premium,web,3.0,0.0,,,0,0.0,low
u000651,2025-09-02,1,regular,mobile,6.0,0.0,,,0,0.0,low
u000652,2025-10-28,2,value,web,8.0,1.0,2026-01-11 04:42:13,2026-01-11 04:42:13,0,14385.61,high
u000653,2025-10-23,2,regular,web,4.0,1.0,2025-11-13 23:23:15,2025-11-13 23:23:15,0,8296.52,high
u000654,2025-08-16,1,value,web,2.0,0.0,,,0,0.0,low
u000655,2025-08-05,3,premium,mobile,3.0,1.0,2025-11-25 09:47:29,2025-11-25 09:47:29,0,10379.08,high
u000656,2025-12-13,2,value,web,2.0,0.0,,,0,0.0,low
u000657,2025-07-12,2,value,mobile,2.0,0.0,,,0,0.0,low
u000658,2025-10-09,1,value,web,0.0,0.0,,,0,0.0,low
