session_id,user_id,start_ts,device,channel,campaign_id,variant,is_new_user,add_to_cart,begin_checkout,landing_view,payment_attempt,product_view,purchase,has_product_view,has_add_to_cart,has_begin_checkout,has_payment_attempt,has_purchase,time_to_cart_sec,time_to_checkout_sec,time_to_purchase_sec,session_duration_sec
s0002152,u001715,2025-12-01 04:53:47,web,referral,c040,,0,,,2025-12-01 04:55:22,,,,0,0,0,0,0,,,,0.0
s0002153,,2025-12-03 20:04:25,mobile,paid_social,c019,,0,,,2025-12-03 20:06:16,,2025-12-03 20:07:08,,1,0,0,0,0,,,,52.0
s0002154,,2025-12-29 16:05:33,mobile,organic,c021,,0,,,2025-12-29 16:07:29,,2025-12-29 16:09:13,,1,0,0,0,0,,,,104.0
s0002155,u000741,2025-12-06 14:57:43,mobile,email,c004,,0,,,2025-12-06 14:58:48,,2025-12-06 14:59:04,,1,0,0,0,0,,,,16.0
s0002156,u000379,2025-11-06 06:47:22,web,search,c014,b,0,,,2025-11-06 06:47:54,,,,0,0,0,0,0,,,,0.0
s0002157,u000796,2025-10-26 16:14:22,web,organic,c024,a,0,,,2025-10-26 16:14:41,,,,0,0,0,0,0,,,,0.0
s0002158,u000158,2025-11-01 19:08:18,mobile,organic,c016,,1,,,2025-11-01 19:08:36,,2025-11-01 19:09:11,,1,0,0,0,0,,,,35.0
s0002159,,2025-11-13 01:41:20,mobile,referral,c007,,0,,,2025-11-13 01:42:20,,,,0,0,0,0,0,,,,0.0
s0002160,u001127,2025-11-23 12:52:54,web,referral,c020,b,1,2025-11-23 12:55:01,2025-11-23 12:57:00,2025-11-23 12:54:19,2025-11-23 12:57:34,2025-11-23 12:54:46,2025-11-23 12:58:51,1,1,1,1,1,15.0,134.0,245.0,272.0
s0002161,u000600,2026-01-09 18:11:41,web,search,c040,b,0,,,2026-01-09 18:13:13,,,,0,0,0,0,0,,,,0.0
s0002162,u001382,2025-11-11 23:00:16,mobile,organic,c037,,0,,,2025-11-11 23:00:26,,2025-11-11 23:02:03,,1,0,0,0,0,,,,97.0
s0002163,u000318,2025-11-19 04:54:32,web,search,c015,,0,2025-11-19 04:59:25,,2025-11-19 04:56:21,,2025-11-19 04:58:01,,1,1,0,0,0,84.0,,,184.0
s0002164,u000023,2025-11-10 12:17:15,web,organic,c006,b,0,,,2025-11-10 12:18:21,,,,0,0,0,0,0,,,,0.0
s0002165,u001050,2025-12-09 13:22:42,mobile,paid_social,c001,,0,2025-12-09 13:24:32,,2025-12-09 13:22:53,,2025-12-09 13:23:49,,1,1,0,0,0,43.0,,,99.0
s0002166,u000356,2025-12-15 23:29:00,mobile,search,c026,,0,,,2025-12-15 23:30:55,,2025-12-15 23:32:15,,1,0,0,0,0,,,,80.0
s0002167,,2025-12-08 07:58:17,web,search,c028,,0,2025-12-08 08:00:38,2025-12-08 08:02:31,2025-12-08 07:58:37,2025-12-08 08:04:13,2025-12-08 07:58:57,2025-12-08 08:04:39,1,1,1,1,1,101.0,214.0,342.0,362.0
s0002168,u000666,2026-01-15 02:35:11,mobile,email,c037,,0,,,2026-01-15 02:35:36,,,,0,0,0,0,0,,,,0.0
s0002169,u000944,2026-01-19 00:35:33,web,referral,c024,,0,,,2026-01-19 00:37:27,,,,0,0,0,0,0,,,,0.0
s0002170,,2026-01-04 19:21:05,mobile,organic,c011,,0,,,2026-01-04 19:21:46,,2026-01-04 19:22:01,,1,0,0,0,0,,,,15.0
s0002171,u000954,2026-01-01 22:00:56,mobile,search,c002,,0,2026-01-01 22:02:56,,2026-01-01 22:01:05,,2026-01-01 22:02:22,,1,1,0,0,0,34.0,,,111.0
s0002172,u000214,2025-11-23 09:15:00,web,search,c022,a,0,,,2025-11-23 09:16:16,,2025-11-23 09:17:42,,1,0,0,0,0,,,,86.0
s0002173,u002055,2025-12-12 14:54:30,mobile,organic,c012,,0,,,2025-12-12 14:56:02,,2025-12-12 14:57:00,,1,0,0,0,0,,,,58.0
s0002174,u000381,2025-11-22 01:45:23,mobile,search,c032,,0,,,2025-11-22 01:46:25,,2025-11-22 01:46:41,,1,0,0,0,0,,,,16.0
s0002175,u000871,2025-12-31 00:47:05,web,organic,c026,b,0,,,2025-12-31 00:47:12,,2025-12-31 00:47:46,,1,0,0,0,0,,,,34.0
s0002176,u001864,2025-11-05 21:43:53,mobile,organic,c021,,1,,,2025-11-05 21:44:10,,2025-11-05 21:44:34,,1,0,0,0,0,,,,24.0
s0002177,u000939,2025-11-09 22:35:13,mobile,email,c030,,0,,,2025-11-09 22:37:04,,2025-11-09 22:38:50,,1,0,0,0,0,,,,106.0
s0002178,u001542,2025-10-24 22:09:19,web,organic,c022,,0,2025-10-24 22:14:09,,2025-10-24 22:11:16,,2025-10-24 22:12:14,,1,1,0,0,0,115.0,,,173.0
s0002179,,2025-12-15 05:53:09,web,paid_social,c026,,0,,,2025-12-15 05:55:01,,2025-12-15 05:55:52,,1,0,0,0,0,,,,51.0
s0002180,,2025-12-22 09:49:07,web,organic,c031,,0,2025-12-22 09:53:47,2025-12-22 09:54:13,2025-12-22 09:50:50,2025-12-22 09:56:06,2025-12-22 09:51:50,2025-12-22 09:57:08,1,1,1,1,1,117.0,143.0,318.0,378.0
s0002181,u001672,2025-10-21 17:50:19,mobile,paid_social,c003,,0,,,2025-10-21 17:51:27,,,,0,0,0,0,0,,,,0.0
s0002182,,2025-12-06 09:52:24,web,paid_social,c007,,0,,,2025-12-06 09:53:16,,,,0,0,0,0,0,,,,0.0
s0002183,u000911,2025-11-24 08:37:30,web,email,c020,,1,,,2025-11-24 08:38:59,,2025-11-24 08:40:26,,1,0,0,0,0,,,,87.0
s0002184,u000177,2025-12-31 18:07:07,mobile,organic,c029,,0,,,2025-12-31 18:08:58,,2025-12-31 18:09:18,,1,0,0,0,0,,,,20.0
s0002185,u001111,2025-10-24 22:34:48,web,search,c017,a,1,,,2025-10-24 22:35:22,,2025-10-24 22:36:30,,1,0,0,0,0,,,,68.0
s0002186,u000768,2025-10-25 19:28:40,web,referral,c037,b,0,2025-10-25 19:31:03,2025-10-25 19:32:09,2025-10-25 19:29:04,2025-10-25 19:33:14,2025-10-25 19:30:02,2025-10-25 19:34:14,1,1,1,1,1,61.0,127.0,252.0,310.0
s0002187,u001893,2025-12-16 06:13:40,web,organic,c040,,0,2025-12-16 06:16:58,2025-12-16 06:18:19,2025-12-16 06:13:57,2025-12-16 06:19:07,2025-12-16 06:15:14,2025-12-16 06:20:24,1,1,1,1,1,104.0,185.0,310.0,387.0
s0002188,u000876,2025-12-13 16:30:57,web,organic,c005,,0,,,2025-12-13 16:32:32,,,,0,0,0,0,0,,,,0.0
s0002189,u001820,2026-01-04 05:43:50,mobile,search,c027,,0,2026-01-04 05:48:09,2026-01-04 05:49:47,2026-01-04 05:45:11,2026-01-04 05:51:45,2026-01-04 05:47:09,2026-01-04 05:52:19,1,1,1,1,1,60.0,158.0,310.0,428.0
s0002190,,2025-12-13 17:52:21,web,referral,c003,,0,,,2025-12-13 17:54:17,,2025-12-13 17:55:00,,1,0,0,0,0,,,,43.0
s0002191,,2026-01-14 21:13:01,web,organic,c032,,0,2026-01-14 21:16:35,2026-01-14 21:16:51,2026-01-14 21:14:53,2026-01-14 21:18:01,2026-01-14 21:15:20,2026-01-14 21:19:40,1,1,1,1,1,75.0,91.0,260.0,287.0
s0002192,u001635,2025-11-18 17:38:49,web,organic,c004,,0,,,2025-11-18 17:39:31,,,,0,0,0,0,0,,,,0.0
s0002193,u001285,2025-11-26 06:05:11,mobile,referral,c005,,1,,,2025-11-26 06:06:52,,2025-11-26 06:07:04,,1,0,0,0,0,,,,12.0
s0002194,u001055,2026-01-17 10:21:12,web,search,c030,a,0,,,2026-01-17 10:22:21,,2026-01-17 10:23:30,,1,0,0,0,0,,,,69.0
s0002195,u000179,2025-10-31 02:49:42,web,organic,c016,a,0,,,2025-10-31 02:50:03,,2025-10-31 02:51:10,,1,0,0,0,0,,,,67.0
s0002196,u000297,2026-01-01 01:43:50,mobile,search,c016,,0,,,2026-01-01 01:45:08,,2026-01-01 01:46:02,,1,0,0,0,0,,,,54.0
s0002197,u000837,2025-10-22 11:33:52,web,organic,c018,b,0,,,2025-10-22 11:34:24,,2025-10-22 11:34:59,,1,0,0,0,0,,,,35.0
s0002198,u001444,2025-12-04 05:26:41,mobile,search,c019,,0,,,2025-12-04 05:27:30,,,,0,0,0,0,0,,,,0.0
s0002199,u000011,2025-11-04 05:55:30,web,organic,c027,,0,,,2025-11-04 05:57:21,,2025-11-04 05:58:59,,1,0,0,0,0,,,,98.0
s0002200,,2025-12-14 08:07:02,mobile,search,c030,,0,2025-12-14 08:12:33,2025-12-14 08:12:56,2025-12-14 08:08:50,2025-12-14 08:13:54,2025-12-14 08:10:49,,1,1,1,1,0,104.0,127.0,,304.0
s0002201,u002185,2026-01-01 06:37:23,mobile,paid_social,c039,,0,2026-01-01 06:40:08,,2026-01-01 06:38:11,,2026-01-01 06:38:16,,1,1,0,0,0,112.0,,,117.0
s0002202,u000172,2025-10-24 09:56:51,mobile,organic,c021,,0,,,2025-10-24 09:58:38,,2025-10-24 10:00:23,,1,0,0,0,0,,,,105.0
s0002203,u000213,2025-11-05 04:19:30,mobile,search,c034,,0,,,2025-11-05 04:20:31,,2025-11-05 04:20:46,,1,0,0,0,0,,,,15.0
s0002204,u001867,2025-11-21 06:36:52,mobile,referral,c025,,0,,,2025-11-21 06:38:48,,,,0,0,0,0,0,,,,0.0
s0002205,u000440,2025-11-13 11:06:06,web,search,c003,b,0,,,2025-11-13 11:06:28,,,,0,0,0,0,0,,,,0.0
s0002206,u000397,2025-11-24 22:19:52,mobile,referral,c035,,0,,,2025-11-24 22:20:02,,,,0,0,0,0,0,,,,0.0
s0002207,u000412,2026-01-15 02:36:42,mobile,referral,c018,,1,,,2026-01-15 02:37:19,,2026-01-15 02:38:09,,1,0,0,0,0,,,,50.0
s0002208,u001543,2025-10-30 13:10:53,web,organic,c019,b,0,,,2025-10-30 13:11:19,,2025-10-30 13:12:47,,1,0,0,0,0,,,,88.0
s0002209,u000292,2025-11-28 12:51:55,web,search,c034,b,0,,,2025-11-28 12:53:42,,2025-11-28 12:55:10,,1,0,0,0,0,,,,88.0
s0002210,u000405,2025-12-01 13:53:36,web,email,c035,,0,2025-12-01 13:56:28,,2025-12-01 13:54:51,,2025-12-01 13:55:38,,1,1,0,0,0,50.0,,,97.0
s0002211,u000875,2025-11-15 16:06:53,mobile,paid_social,c040,,1,,,2025-11-15 16:07:30,,,,0,0,0,0,0,,,,0.0
s0002212,u001321,2025-11-15 12:09:01,mobile,email,c021,,1,,,2025-11-15 12:10:41,,,,0,0,0,0,0,,,,0.0
s0002213,u002179,2025-12-24 18:26:26,mobile,organic,c018,,1,,,2025-12-24 18:27:25,,2025-12-24 18:27:44,,1,0,0,0,0,,,,19.0
s0002214,u000523,2025-12-16 01:07:07,mobile,referral,c017,,0,,,2025-12-16 01:07:20,,2025-12-16 01:08:37,,1,0,0,0,0,,,,77.0
s0002215,u000561,2026-01-02 14:17:35,mobile,organic,c014,,0,,,2026-01-02 14:18:43,,2026-01-02 14:19:12,,1,0,0,0,0,,,,29.0
s0002216,u001192,2025-11-26 21:32:03,mobile,paid_social,c011,,0,2025-11-26 21:33:56,2025-11-26 21:34:18,2025-11-26 21:32:44,2025-11-26 21:35:47,2025-11-26 21:33:32,2025-11-26 21:36:24,1,1,1,1,1,24.0,46.0,172.0,220.0
s0002217,u000920,2025-12-15 01:04:19,web,email,c013,b,0,2025-12-15 01:09:11,,2025-12-15 01:05:25,,2025-12-15 01:07:16,,1,1,0,0,0,115.0,,,226.0
s0002218,u001321,2026-01-09 20:43:35,web,search,c030,b,1,,,2026-01-09 20:44:27,,2026-01-09 20:46:01,,1,0,0,0,0,,,,94.0
s0002219,u000543,2026-01-06 01:26:44,mobile,search,c012,,0,,,2026-01-06 01:27:12,,2026-01-06 01:28:13,,1,0,0,0,0,,,,61.0
s0002220,u001361,2026-01-12 05:49:36,mobile,paid_social,c025,,0,,,2026-01-12 05:51:12,,2026-01-12 05:52:15,,1,0,0,0,0,,,,63.0
s0002221,u002037,2025-11-14 15:33:43,mobile,referral,c010,,0,,,2025-11-14 15:34:16,,,,0,0,0,0,0,,,,0.0
s0002222,u001503,2026-01-18 03:05:09,mobile,search,c033,,1,,,2026-01-18 03:06:47,,,,0,0,0,0,0,,,,0.0
s0002223,u001618,2026-01-02 21:58:42,mobile,paid_social,c017,,1,,,2026-01-02 21:59:35,,2026-01-02 22:00:21,,1,0,0,0,0,,,,46.0
s0002224,u000152,2025-12-31 23:21:39,web,organic,c022,a,0,,,2025-12-31 23:22:24,,2025-12-31 23:23:51,,1,0,0,0,0,,,,87.0
s0002225,u001986,2025-12-20 12:32:45,web,organic,c039,a,0,,,2025-12-20 12:33:57,,2025-12-20 12:35:19,,1,0,0,0,0,,,,82.0
s0002226,u001548,2026-01-17 22:26:05,web,organic,c035,a,0,,,2026-01-17 22:27:27,,2026-01-17 22:29:00,,1,0,0,0,0,,,,93.0
s0002227,u001380,2025-11-30 04:21:09,mobile,search,c014,,0,,,2025-11-30 04:22:21,,2025-11-30 04:22:37,,1,0,0,0,0,,,,16.0
s0002228,u000341,2025-12-27 04:18:03,web,search,c012,a,0,,,2025-12-27 04:18:10,,2025-12-27 04:19:19,,1,0,0,0,0,,,,69.0
s0002229,u001219,2025-12-23 08:00:30,web,organic,c022,,0,,,2025-12-23 08:01:00,,,,0,0,0,0,0,,,,0.0
s0002230,u001490,2025-12-26 07:53:17,web,organic,c030,b,0,,,2025-12-26 07:53:48,,,,0,0,0,0,0,,,,0.0
s0002231,u001372,2025-12-28 01:44:24,mobile,organic,c039,,0,,,2025-12-28 01:44:35,,2025-12-28 01:46:29,,1,0,0,0,0,,,,114.0
s0002232,,2025-11-07 14:36:31,web,email,c016,,0,,,2025-11-07 14:36:36,,,,0,0,0,0,0,,,,0.0
s0002233,u000091,2025-11-21 20:31:38,mobile,organic,c024,,1,,,2025-11-21 20:33:10,,,,0,0,0,0,0,,,,0.0
s0002234,u001055,2025-11-25 17:50:41,web,search,c005,,0,2025-11-25 17:54:34,2025-11-25 17:54:52,2025-11-25 17:51:50,2025-11-25 17:55:14,2025-11-25 17:52:48,2025-11-25 17:55:26,1,1,1,1,1,106.0,124.0,158.0,216.0
s0002235,u001578,2025-12-27 18:15:20,mobile,email,c030,,0,,,2025-12-27 18:17:01,,,,0,0,0,0,0,,,,0.0
s0002236,,2025-12-24 21:40:18,mobile,email,c022,,0,,,2025-12-24 21:42:14,,,,0,0,0,0,0,,,,0.0
s0002237,u001513,2026-01-04 10:38:49,web,paid_social,c026,b,0,,,2026-01-04 10:40:14,,2026-01-04 10:40:50,,1,0,0,0,0,,,,36.0
s0002238,u002129,2025-12-31 09:46:39,mobile,organic,c010,,0,,,2025-12-31 09:48:01,,,,0,0,0,0,0,,,,0.0
s0002239,u001957,2025-12-14 02:00:33,mobile,organic,c018,,0,,,2025-12-14 02:02:08,,2025-12-14 02:02:42,,1,0,0,0,0,,,,34.0
s0002240,u001388,2025-11-03 00:51:53,web,organic,c003,a,1,2025-11-03 00:54:29,2025-11-03 00:55:00,2025-11-03 00:53:23,2025-11-03 00:55:39,2025-11-03 00:53:53,2025-11-03 00:56:03,1,1,1,1,1,36.0,67.0,130.0,160.0
s0002241,u001603,2025-12-17 15:09:34,mobile,email,c015,,0,,,2025-12-17 15:09:59,,2025-12-17 15:10:30,,1,0,0,0,0,,,,31.0
s0002242,u000195,2026-01-09 06:37:27,mobile,organic,c015,,0,,,2026-01-09 06:39:04,,,,0,0,0,0,0,,,,0.0
s0002243,u000188,2025-12-18 07:49:58,web,organic,c019,a,1,,,2025-12-18 07:51:27,,,,0,0,0,0,0,,,,0.0
s0002244,,2026-01-10 01:07:45,web,organic,c040,,0,,,2026-01-10 01:08:11,,2026-01-10 01:08:47,,1,0,0,0,0,,,,36.0
s0002245,u001763,2026-01-19 08:31:50,web,search,c025,a,0,,,2026-01-19 08:32:03,,,,0,0,0,0,0,,,,0.0
s0002246,,2025-11-22 18:27:10,unknown,organic,c036,,0,,,2025-11-22 18:28:09,,,,0,0,0,0,0,,,,0.0
s0002247,u001304,2025-12-25 12:52:54,web,search,c009,,0,2025-12-25 12:56:47,2025-12-25 12:57:13,2025-12-25 12:53:37,2025-12-25 12:58:23,2025-12-25 12:55:35,2025-12-25 12:59:25,1,1,1,1,1,72.0,98.0,230.0,348.0
s0002248,,2025-12-09 00:53:12,mobile,organic,c040,,0,,,2025-12-09 00:53:34,,,,0,0,0,0,0,,,,0.0
s0002249,u000239,2025-12-01 09:18:54,mobile,search,c025,,0,,,2025-12-01 09:19:19,,2025-12-01 09:20:25,,1,0,0,0,0,,,,66.0
s0002250,u000833,2025-11-12 00:41:20,web,organic,c002,b,0,,,2025-11-12 00:43:17,,,,0,0,0,0,0,,,,0.0
s0002251,u000986,2025-11-12 13:45:06,mobile,search,c035,,0,,,2025-11-12 13:45:19,,2025-11-12 13:46:20,,1,0,0,0,0,,,,61.0
s0002252,u001708,2025-11-07 02:06:58,mobile,paid_social,c007,,0,,,2025-11-07 02:08:56,,,,0,0,0,0,0,,,,0.0
s0002253,u001902,2025-12-17 06:34:49,mobile,search,c033,,0,,,2025-12-17 06:35:11,,,,0,0,0,0,0,,,,0.0
s0002254,u002077,2025-11-03 05:24:39,mobile,organic,c010,,1,,,2025-11-03 05:26:03,,2025-11-03 05:26:46,,1,0,0,0,0,,,,43.0
s0002255,u000230,2025-11-29 06:22:15,web,paid_social,c028,,0,,,2025-11-29 06:23:55,,2025-11-29 06:25:50,,1,0,0,0,0,,,,115.0
s0002256,u002034,2025-12-07 12:58:33,mobile,search,c030,,0,,,2025-12-07 12:58:49,,2025-12-07 12:59:34,,1,0,0,0,0,,,,45.0
s0002257,u001140,2025-11-29 21:09:45,web,search,c005,a,0,2025-11-29 21:13:01,,2025-11-29 21:10:49,,2025-11-29 21:12:22,,1,1,0,0,0,39.0,,,132.0
s0002258,,2026-01-06 09:13:26,web,organic,c040,,0,,,2026-01-06 09:13:41,,2026-01-06 09:14:38,,1,0,0,0,0,,,,57.0
s0002259,,2025-11-30 07:49:19,web,referral,c036,,0,2025-11-30 07:53:37,2025-11-30 07:55:23,2025-11-30 07:51:13,2025-11-30 07:57:08,2025-11-30 07:52:15,,1,1,1,1,0,82.0,188.0,,355.0
s0002260,u000133,2025-10-28 21:29:36,web,search,c017,b,0,,,2025-10-28 21:30:33,,,,0,0,0,0,0,,,,0.0
s0002261,u001016,2026-01-18 17:43:37,web,search,c010,a,1,,,2026-01-18 17:45:04,,2026-01-18 17:45:34,,1,0,0,0,0,,,,30.0
s0002262,,2026-01-05 11:44:26,web,organic,c024,,0,,,2026-01-05 11:44:55,,2026-01-05 11:46:11,,1,0,0,0,0,,,,76.0
s0002263,u002137,2025-12-19 20:16:12,web,paid_social,c032,a,0,,,2025-12-19 20:16:24,,2025-12-19 20:17:20,,1,0,0,0,0,,,,56.0
s0002264,u000635,2025-12-28 12:14:06,web,organic,c004,b,0,2025-12-28 12:17:15,2025-12-28 12:18:11,2025-12-28 12:14:55,2025-12-28 12:19:00,2025-12-28 12:15:57,2025-12-28 12:20:02,1,1,1,1,1,78.0,134.0,245.0,307.0
s0002265,,2025-11-01 23:28:05,web,paid_social,c007,,0,,,2025-11-01 23:28:58,,2025-11-01 23:29:13,,1,0,0,0,0,,,,15.0
s0002266,u001283,2025-12-29 08:57:07,web,organic,c026,a,0,2025-12-29 09:00:29,,2025-12-29 08:57:26,,2025-12-29 08:58:31,,1,1,0,0,0,118.0,,,183.0
s0002267,u000347,2025-11-09 03:18:49,mobile,organic,c012,,0,2025-11-09 03:20:00,2025-11-09 03:20:29,2025-11-09 03:19:13,2025-11-09 03:22:26,2025-11-09 03:19:37,2025-11-09 03:23:30,1,1,1,1,1,23.0,52.0,233.0,257.0
s0002268,u002153,2025-12-04 10:45:52,mobile,paid_social,c037,,0,,,2025-12-04 10:47:07,,,,0,0,0,0,0,,,,0.0
s0002269,u000722,2025-11-06 11:01:08,mobile,search,c022,,0,,,2025-11-06 11:02:56,,2025-11-06 11:04:28,,1,0,0,0,0,,,,92.0
s0002270,,2025-12-28 06:45:06,mobile,organic,c027,,0,,,2025-12-28 06:46:00,,2025-12-28 06:46:43,,1,0,0,0,0,,,,43.0
s0002271,u000524,2025-11-12 13:47:36,mobile,email,c014,,1,,,2025-11-12 13:48:09,,,,0,0,0,0,0,,,,0.0
s0002272,,2025-11-13 05:30:22,mobile,referral,c027,,0,,,2025-11-13 05:31:11,,2025-11-13 05:31:42,,1,0,0,0,0,,,,31.0
s0002273,u001632,2025-10-31 06:29:47,web,search,c011,a,1,,,2025-10-31 06:30:31,,2025-10-31 06:30:55,,1,0,0,0,0,,,,24.0
s0002274,u001909,2025-12-25 07:05:09,web,paid_social,c020,,0,2025-12-25 07:08:24,2025-12-25 07:09:26,2025-12-25 07:05:26,2025-12-25 07:11:15,2025-12-25 07:06:28,2025-12-25 07:12:38,1,1,1,1,1,116.0,178.0,370.0,432.0
s0002275,u001621,2025-11-17 01:36:02,mobile,search,c001,,0,,,2025-11-17 01:38:00,,,,0,0,0,0,0,,,,0.0
s0002276,u001430,2025-12-07 02:03:39,mobile,search,c018,,0,2025-12-07 02:05:49,,2025-12-07 02:05:20,,2025-12-07 02:05:30,,1,1,0,0,0,19.0,,,29.0
s0002277,u000595,2025-11-20 08:13:20,web,paid_social,c031,,0,,,2025-11-20 08:14:33,,,,0,0,0,0,0,,,,0.0
s0002278,u002063,2025-12-30 03:55:51,web,paid_social,c015,,0,2025-12-30 03:58:23,2025-12-30 03:59:26,2025-12-30 03:56:20,2025-12-30 03:59:55,2025-12-30 03:57:38,2025-12-30 04:00:38,1,1,1,1,1,45.0,108.0,180.0,258.0
s0002279,u002200,2025-11-10 19:46:51,web,organic,c003,,1,,,2025-11-10 19:47:24,,,,0,0,0,0,0,,,,0.0
s0002280,,2026-01-14 02:46:43,web,organic,c033,,0,,,2026-01-14 02:48:30,,2026-01-14 02:49:02,,1,0,0,0,0,,,,32.0
s0002281,u001723,2025-11-19 08:40:13,web,search,c012,,1,2025-11-19 08:44:20,,2025-11-19 08:41:22,,2025-11-19 08:42:44,,1,1,0,0,0,96.0,,,178.0
s0002282,u000668,2025-10-30 18:53:44,web,paid_social,c026,,0,,,2025-10-30 18:53:54,,2025-10-30 18:55:14,,1,0,0,0,0,,,,80.0
s0002283,,2025-11-12 01:38:07,web,search,c029,,0,,,2025-11-12 01:39:31,,,,0,0,0,0,0,,,,0.0
s0002284,u001772,2025-10-28 02:17:18,mobile,organic,c012,,0,,,2025-10-28 02:18:58,,,,0,0,0,0,0,,,,0.0
s0002285,,2025-12-02 15:03:06,mobile,search,c012,,0,2025-12-02 15:06:22,,2025-12-02 15:04:44,,2025-12-02 15:05:37,,1,1,0,0,0,45.0,,,98.0
s0002286,,2025-11-12 23:07:07,mobile,paid_social,c021,,0,,,2025-11-12 23:08:38,,2025-11-12 23:10:10,,1,0,0,0,0,,,,92.0
s0002287,u001892,2026-01-09 04:26:08,web,organic,c019,a,0,,,2026-01-09 04:27:10,,,,0,0,0,0,0,,,,0.0
s0002288,u002054,2025-12-06 23:34:26,web,email,c005,b,0,,,2025-12-06 23:36:09,,2025-12-06 23:37:06,,1,0,0,0,0,,,,57.0
s0002289,,2025-11-11 10:39:07,mobile,search,c004,,0,,,2025-11-11 10:40:03,,2025-11-11 10:40:23,,1,0,0,0,0,,,,20.0
s0002290,,2025-12-01 01:19:12,mobile,email,c002,,0,,,2025-12-01 01:20:19,,2025-12-01 01:20:56,,1,0,0,0,0,,,,37.0
s0002291,,2025-11-08 01:55:25,mobile,search,c013,,0,,,2025-11-08 01:56:03,,,,0,0,0,0,0,,,,0.0
s0002292,,2025-11-06 12:37:53,web,search,c006,,0,,,2025-11-06 12:38:01,,2025-11-06 12:38:53,,1,0,0,0,0,,,,52.0
s0002293,,2025-11-17 11:59:38,web,referral,c031,,0,2025-11-17 12:02:42,2025-11-17 12:03:07,2025-11-17 12:00:25,2025-11-17 12:03:46,2025-11-17 12:01:29,2025-11-17 12:04:46,1,1,1,1,1,73.0,98.0,197.0,261.0
s0002294,u000713,2025-10-31 04:30:26,web,search,c035,,0,,,2025-10-31 04:31:36,,2025-10-31 04:32:43,,1,0,0,0,0,,,,67.0
s0002295,,2025-11-07 10:03:17,web,organic,c032,,0,2025-11-07 10:07:23,2025-11-07 10:07:46,2025-11-07 10:04:15,2025-11-07 10:09:08,2025-11-07 10:05:56,2025-11-07 10:10:40,1,1,1,1,1,87.0,110.0,284.0,385.0
s0002296,u000592,2026-01-13 20:45:26,web,referral,c011,,0,2026-01-13 20:47:13,,2026-01-13 20:46:00,,2026-01-13 20:46:17,,1,1,0,0,0,56.0,,,73.0
s0002297,u001686,2025-12-20 10:52:11,web,search,c014,a,0,,,2025-12-20 10:52:56,,2025-12-20 10:53:42,,1,0,0,0,0,,,,46.0
s0002298,u002193,2026-01-12 08:09:28,web,paid_social,c039,a,0,2026-01-12 08:13:22,2026-01-12 08:14:31,2026-01-12 08:09:56,2026-01-12 08:15:09,2026-01-12 08:11:35,2026-01-12 08:16:21,1,1,1,1,1,107.0,176.0,286.0,385.0
s0002299,u000227,2025-11-13 13:21:55,web,organic,c006,a,0,2025-11-13 13:24:48,2025-11-13 13:25:47,2025-11-13 13:22:28,2025-11-13 13:26:22,2025-11-13 13:23:11,2025-11-13 13:26:28,1,1,1,1,1,97.0,156.0,197.0,240.0
s0002300,u002150,2026-01-06 13:43:29,unknown,email,c014,,1,,,2026-01-06 13:43:59,,,,0,0,0,0,0,,,,0.0
s0002301,u000071,2025-11-23 01:05:07,web,referral,c018,a,0,,,2025-11-23 01:05:59,,,,0,0,0,0,0,,,,0.0
s0002302,,2025-11-03 10:02:14,mobile,search,c017,,0,,,2025-11-03 10:03:12,,2025-11-03 10:04:28,,1,0,0,0,0,,,,76.0
s0002303,,2026-01-01 20:44:36,mobile,organic,c038,,0,,,2026-01-01 20:46:33,,,,0,0,0,0,0,,,,0.0
s0002304,,2025-10-26 19:25:13,web,search,c033,,0,,,2025-10-26 19:26:54,,2025-10-26 19:28:22,,1,0,0,0,0,,,,88.0
s0002305,u001677,2025-11-26 21:03:29,unknown,organic,c040,a,0,,,2025-11-26 21:03:57,,2025-11-26 21:05:34,,1,0,0,0,0,,,,97.0
s0002306,u000784,2026-01-03 04:17:45,web,search,c009,,0,,,2026-01-03 04:18:14,,,,0,0,0,0,0,,,,0.0
s0002307,u001511,2025-12-15 23:41:44,web,paid_social,c003,a,0,,,2025-12-15 23:42:53,,,,0,0,0,0,0,,,,0.0
s0002308,u001870,2025-12-07 01:35:53,mobile,organic,c037,,0,,,2025-12-07 01:36:22,,2025-12-07 01:36:35,,1,0,0,0,0,,,,13.0
s0002309,u000479,2025-11-22 06:25:31,mobile,referral,c006,,0,2025-11-22 06:31:04,,2025-11-22 06:27:21,,2025-11-22 06:29:12,,1,1,0,0,0,112.0,,,223.0
s0002310,u001397,2025-10-28 04:41:48,web,paid_social,c027,b,0,,,2025-10-28 04:43:03,,2025-10-28 04:44:29,,1,0,0,0,0,,,,86.0
s0002311,u000660,2026-01-18 15:04:32,web,search,c036,a,0,,,2026-01-18 15:05:08,,,,0,0,0,0,0,,,,0.0
s0002312,u001578,2025-11-06 04:05:14,mobile,search,c003,,0,,,2025-11-06 04:06:02,,,,0,0,0,0,0,,,,0.0
s0002313,,2025-11-13 10:02:32,web,email,c025,,0,,,2025-11-13 10:03:18,,,,0,0,0,0,0,,,,0.0
s0002314,u001581,2025-11-11 16:09:15,web,search,c039,a,1,,,2025-11-11 16:10:13,,,,0,0,0,0,0,,,,0.0
